,trip_uuid,data,route_type,is_cutoff
11489,trip-153811682275832850,test,Carting,False
11490,trip-153811683259799732,test,Carting,False
11491,trip-153811724183887309,test,Carting,True
11492,trip-153811727305739020,test,Carting,False
11493,trip-153811755279020399,test,FTL,False
11494,trip-153811755375771354,test,Carting,False
11495,trip-153811756071784931,test,FTL,False
11496,trip-153811776249171610,test,Carting,False
11497,trip-153811803863204177,test,Carting,False
11498,trip-153811815088997260,test,Carting,False
11499,trip-153811821177080983,test,Carting,False
11500,trip-153811880786035498,test,FTL,False
11501,trip-153811894948187119,test,Carting,False
11502,trip-153811923398069611,test,Carting,False
11503,trip-153811943819371294,test,Carting,False
11504,trip-153811985685877773,test,Carting,False
11505,trip-153812013334745765,test,Carting,False
11506,trip-153812015612818894,test,Carting,False
11507,trip-153812042672762649,test,Carting,False
11508,trip-153812113480010913,test,Carting,True
11509,trip-153812129644289341,test,Carting,False
11510,trip-153812144392461021,test,Carting,False
11511,trip-153812157844579536,test,Carting,False
11512,trip-153812210371501446,test,Carting,False
11513,trip-153812233109552722,test,FTL,False
11514,trip-153812246563278907,test,FTL,False
11515,trip-153812258649931958,test,Carting,False
11516,trip-153812260547325949,test,Carting,False
11517,trip-153812266141268815,test,FTL,False
11518,trip-153812273744913223,test,FTL,False
11519,trip-153812276717600612,test,Carting,False
11520,trip-153812294004032663,test,Carting,False
11521,trip-153812312889336935,test,Carting,False
11522,trip-153812396555262982,test,FTL,False
11523,trip-153812399704893780,test,FTL,False
11524,trip-153812439315223143,test,Carting,False
11525,trip-153812446711874518,test,Carting,False
11526,trip-153812447398192704,test,Carting,False
11527,trip-153812503902882319,test,Carting,False
11528,trip-153812529123841298,test,Carting,False
11529,trip-153812542881703565,test,FTL,False
11530,trip-153812544682822520,test,Carting,False
11531,trip-153812571211301261,test,Carting,False
11532,trip-153812589953790215,test,Carting,False
11533,trip-153812619986159020,test,Carting,False
11534,trip-153812677998765264,test,FTL,False
11535,trip-153812701364529949,test,FTL,False
11536,trip-153812706788760319,test,Carting,False
11537,trip-153812758596408063,test,FTL,False
11538,trip-153812777210855788,test,FTL,False
11539,trip-153812830584066254,test,Carting,False
11540,trip-153812867825987770,test,Carting,False
11541,trip-153812898851356184,test,Carting,False
11542,trip-153812915492328657,test,FTL,False
11543,trip-153812945464924524,test,Carting,False
11544,trip-153812945656398088,test,Carting,False
11545,trip-153812995889127491,test,Carting,False
11546,trip-153812998759524070,test,Carting,False
11547,trip-153813010833439300,test,FTL,False
11548,trip-153813013026652673,test,FTL,False
11549,trip-153813029204130085,test,Carting,True
11550,trip-153813032129565303,test,Carting,True
11551,trip-153813054539491687,test,FTL,False
11552,trip-153813211357070336,test,Carting,False
11553,trip-153813214784960342,test,Carting,False
11554,trip-153813221608840280,test,FTL,False
11555,trip-153813255697122742,test,FTL,False
11556,trip-153813300197479334,test,FTL,False
11557,trip-153813309403569121,test,FTL,False
11558,trip-153813312225416814,test,Carting,False
11559,trip-153813323743877835,test,Carting,False
11560,trip-153813349066488149,test,Carting,False
11561,trip-153813362499066540,test,FTL,False
11562,trip-153813383850395019,test,Carting,False
11563,trip-153813404550359665,test,Carting,False
11564,trip-153813404706343676,test,Carting,False
11565,trip-153813407128174734,test,FTL,False
11566,trip-153813521254843475,test,Carting,False
11567,trip-153813565700197247,test,Carting,False
11568,trip-153813619310020332,test,Carting,False
11569,trip-153813632127363785,test,Carting,False
11570,trip-153813658497458324,test,FTL,False
11571,trip-153813702362062321,test,Carting,False
11572,trip-153813709041473484,test,FTL,False
11573,trip-153813724135425339,test,Carting,False
11574,trip-153813739931798970,test,Carting,False
11575,trip-153813900732612003,test,FTL,False
11576,trip-153813910947556308,test,Carting,False
11577,trip-153813919517595962,test,Carting,False
11578,trip-153813931982659430,test,FTL,False
11579,trip-153814019146008774,test,Carting,False
11580,trip-153814019276027419,test,Carting,False
11581,trip-153814032535595614,test,Carting,False
11582,trip-153814092042548422,test,FTL,False
11583,trip-153814127340262918,test,FTL,False
11584,trip-153814162355684121,test,FTL,False
11585,trip-153814197199000183,test,FTL,False
11586,trip-153814241143422008,test,FTL,False
11587,trip-153814251919205555,test,Carting,False
11588,trip-153814269675283786,test,Carting,False
11589,trip-153814278589817497,test,FTL,False
11590,trip-153814287766731217,test,FTL,False
11591,trip-153814307648373328,test,Carting,False
11592,trip-153814334343785676,test,Carting,False
11593,trip-153814364731611595,test,Carting,False
11594,trip-153814367998517048,test,Carting,False
11595,trip-153814369747664517,test,FTL,False
11596,trip-153814385039801613,test,Carting,False
11597,trip-153814386161996651,test,Carting,False
11598,trip-153814429836624774,test,Carting,False
11599,trip-153814463780381970,test,Carting,False
11600,trip-153814485900501008,test,Carting,False
11601,trip-153814491110385500,test,Carting,False
11602,trip-153814498583795548,test,Carting,False
11603,trip-153814524014128776,test,Carting,False
11604,trip-153814535805519893,test,Carting,False
11605,trip-153814541171576939,test,FTL,False
11606,trip-153814553160634216,test,FTL,False
11607,trip-153814583985903702,test,Carting,False
11608,trip-153814616697869697,test,FTL,False
11609,trip-153814628313969288,test,Carting,False
11610,trip-153814637299375483,test,FTL,False
11611,trip-153814657370059234,test,Carting,False
11612,trip-153814687976146387,test,Carting,False
11613,trip-153814690072535036,test,FTL,False
11614,trip-153814691500548801,test,Carting,False
11615,trip-153814694595431188,test,FTL,False
11616,trip-153814694622400123,test,Carting,False
11617,trip-153814724311950281,test,FTL,False
11618,trip-153814726426944114,test,Carting,False
11619,trip-153814738977136010,test,FTL,False
11620,trip-153814740481043993,test,Carting,False
11621,trip-153814742403167863,test,FTL,False
11622,trip-153814785246975946,test,Carting,False
11623,trip-153814789864948155,test,Carting,False
11624,trip-153814795033207883,test,Carting,False
11625,trip-153814815482335143,test,Carting,False
11626,trip-153814894011747293,test,Carting,False
11627,trip-153814902309311162,test,FTL,False
11628,trip-153814962890202351,test,Carting,False
11629,trip-153815002224292884,test,Carting,False
11630,trip-153815015735045102,test,Carting,False
11631,trip-153815020847560022,test,FTL,False
11632,trip-153815024903340563,test,Carting,False
11633,trip-153815039649302981,test,FTL,False
11634,trip-153815089424843311,test,Carting,False
11635,trip-153815090840101421,test,Carting,False
11636,trip-153815119724695489,test,Carting,False
11637,trip-153815125628803935,test,FTL,False
11638,trip-153815131329438087,test,Carting,False
11639,trip-153815132618946070,test,Carting,False
11640,trip-153815135783221127,test,Carting,False
11641,trip-153815139612418315,test,FTL,False
11642,trip-153815154628426938,test,Carting,False
11643,trip-153815191461755036,test,Carting,False
11644,trip-153815200960050452,test,Carting,False
11645,trip-153815261599847513,test,FTL,False
11646,trip-153815264778354740,test,Carting,False
11647,trip-153815274960708016,test,Carting,False
11648,trip-153815280496498026,test,Carting,False
11649,trip-153815292067295211,test,Carting,False
11650,trip-153815314704389179,test,FTL,False
11651,trip-153815328363058067,test,Carting,False
11652,trip-153815331141142843,test,Carting,False
11653,trip-153815335772897166,test,Carting,False
11654,trip-153815348842517288,test,Carting,False
11655,trip-153815366445185010,test,Carting,False
11656,trip-153815373041982968,test,Carting,False
11657,trip-153815378164710321,test,Carting,False
11658,trip-153815404248135543,test,Carting,False
11659,trip-153815417160364596,test,Carting,False
11660,trip-153815420631122311,test,FTL,False
11661,trip-153815437461184916,test,FTL,False
11662,trip-153815440159480626,test,FTL,False
11663,trip-153815495880538389,test,FTL,False
11664,trip-153815511086978641,test,Carting,False
11665,trip-153815565190911483,test,Carting,False
11666,trip-153815581864472458,test,Carting,False
11667,trip-153815586768995663,test,Carting,False
11668,trip-153815613405434988,test,FTL,False
11669,trip-153815641467230437,test,FTL,False
11670,trip-153815672736888184,test,FTL,False
11671,trip-153815677946453965,test,Carting,False
11672,trip-153815699721684816,test,Carting,False
11673,trip-153815701902527646,test,FTL,False
11674,trip-153815747489646132,test,FTL,False
11675,trip-153815829010168891,test,FTL,False
11676,trip-153815840516597273,test,FTL,False
11677,trip-153815842042954018,test,FTL,False
11678,trip-153815850523646256,test,Carting,False
11679,trip-153815867781627654,test,FTL,False
11680,trip-153815875703022521,test,FTL,False
11681,trip-153815881034542534,test,Carting,False
11682,trip-153815881195198465,test,FTL,False
11683,trip-153815888590854370,test,Carting,False
11684,trip-153815891658235146,test,Carting,False
11685,trip-153815909036665424,test,Carting,False
11686,trip-153815912066331400,test,Carting,False
11687,trip-153815927527647581,test,Carting,False
11688,trip-153815933948673311,test,Carting,False
11689,trip-153815935809555902,test,Carting,False
11690,trip-153815936413288094,test,Carting,False
11691,trip-153815941966536001,test,Carting,False
11692,trip-153815945287648436,test,Carting,False
11693,trip-153815962584286037,test,FTL,False
11694,trip-153815962747117182,test,FTL,False
11695,trip-153815965825751082,test,FTL,False
11696,trip-153815998819217443,test,Carting,False
11697,trip-153816030988525499,test,FTL,False
11698,trip-153816032399697574,test,FTL,False
11699,trip-153816035038621205,test,FTL,False
11700,trip-153816044577210012,test,FTL,False
11701,trip-153816053387149067,test,FTL,False
11702,trip-153816065475859060,test,Carting,False
11703,trip-153816068226586771,test,Carting,False
11704,trip-153816077421519787,test,Carting,False
11705,trip-153816102296774097,test,Carting,False
11706,trip-153816112337705689,test,FTL,False
11707,trip-153816124080988060,test,Carting,False
11708,trip-153816125530276378,test,Carting,False
11709,trip-153816145212963230,test,Carting,False
11710,trip-153816159737577057,test,FTL,False
11711,trip-153816164756290062,test,Carting,False
11712,trip-153816181816961804,test,Carting,False
11713,trip-153816186114274551,test,Carting,False
11714,trip-153816194819085789,test,FTL,False
11715,trip-153816200781177714,test,FTL,False
11716,trip-153816204094233266,test,FTL,False
11717,trip-153816218960151511,test,FTL,False
11718,trip-153816240026723783,test,Carting,False
11719,trip-153816248995319306,test,Carting,False
11720,trip-153816266832648098,test,FTL,False
11721,trip-153816279566974845,test,Carting,False
11722,trip-153816302337699786,test,FTL,False
11723,trip-153816302761718176,test,Carting,False
11724,trip-153816304702437656,test,Carting,False
11725,trip-153816306405394350,test,Carting,False
11726,trip-153816315433957915,test,Carting,False
11727,trip-153816318644481524,test,FTL,False
11728,trip-153816329482517945,test,FTL,False
11729,trip-153816339101942199,test,FTL,False
11730,trip-153816365523430527,test,Carting,False
11731,trip-153816367781690949,test,Carting,False
11732,trip-153816378718520553,test,FTL,False
11733,trip-153816448597565211,test,FTL,False
11734,trip-153816453586757131,test,Carting,True
11735,trip-153816466783911489,test,Carting,False
11736,trip-153816478569182936,test,FTL,False
11737,trip-153816493856172951,test,Carting,False
11738,trip-153816514280648839,test,Carting,False
11739,trip-153816529966525185,test,Carting,False
11740,trip-153816538387334664,test,Carting,False
11741,trip-153816548509588542,test,Carting,False
11742,trip-153816550452822317,test,FTL,False
11743,trip-153816558943966175,test,FTL,False
11744,trip-153816561032281865,test,FTL,False
11745,trip-153816566166426388,test,FTL,False
11746,trip-153816566371317493,test,FTL,False
11747,trip-153816566540446314,test,Carting,False
11748,trip-153816575596104939,test,Carting,False
11749,trip-153816575702298190,test,Carting,False
11750,trip-153816576258760885,test,FTL,False
11751,trip-153816584759966356,test,Carting,False
11752,trip-153816612664073252,test,FTL,False
11753,trip-153816615720505399,test,Carting,False
11754,trip-153816623295898822,test,Carting,False
11755,trip-153816652660061721,test,FTL,False
11756,trip-153816687585154484,test,FTL,False
11757,trip-153816699243973025,test,FTL,False
11758,trip-153816713506596926,test,FTL,False
11759,trip-153816721111267673,test,Carting,False
11760,trip-153816731778889593,test,FTL,False
11761,trip-153816739187872073,test,Carting,False
11762,trip-153816740804852928,test,Carting,False
11763,trip-153816749822118292,test,FTL,False
11764,trip-153816750789894727,test,Carting,False
11765,trip-153816757179091270,test,FTL,False
11766,trip-153816758763552823,test,Carting,False
11767,trip-153816761136663199,test,Carting,False
11768,trip-153816772045669147,test,FTL,False
11769,trip-153816772622307714,test,FTL,False
11770,trip-153816777727738549,test,Carting,False
11771,trip-153816778954903006,test,FTL,False
11772,trip-153816782460573739,test,FTL,False
11773,trip-153816785787312309,test,Carting,False
11774,trip-153816794568555989,test,FTL,False
11775,trip-153816803001934677,test,Carting,False
11776,trip-153816805956285514,test,FTL,False
11777,trip-153816814703301649,test,Carting,False
11778,trip-153816818159429279,test,Carting,False
11779,trip-153816824119813230,test,Carting,False
11780,trip-153816825470833472,test,Carting,False
11781,trip-153816850457989991,test,Carting,False
11782,trip-153816861529630762,test,Carting,False
11783,trip-153816864993955199,test,FTL,False
11784,trip-153816894417913723,test,Carting,False
11785,trip-153816910069311424,test,Carting,False
11786,trip-153816916010199456,test,Carting,False
11787,trip-153816920044054550,test,Carting,False
11788,trip-153816921730616942,test,Carting,False
11789,trip-153816926257488039,test,FTL,False
11790,trip-153816934229507341,test,Carting,False
11791,trip-153816949685002144,test,FTL,False
11792,trip-153816953764418833,test,Carting,False
11793,trip-153816959864768436,test,FTL,False
11794,trip-153816960698339397,test,Carting,False
11795,trip-153816980180046811,test,Carting,False
11796,trip-153816994346131490,test,Carting,False
11797,trip-153816998771384265,test,Carting,False
11798,trip-153817011904175479,test,FTL,False
11799,trip-153817019774684076,test,Carting,False
11800,trip-153817028707326679,test,Carting,False
11801,trip-153817038621209966,test,Carting,False
11802,trip-153817040624616678,test,Carting,False
11803,trip-153817059523572942,test,FTL,False
11804,trip-153817097187619423,test,FTL,False
11805,trip-153817106345453699,test,FTL,False
11806,trip-153817108331373264,test,FTL,False
11807,trip-153817119402799314,test,FTL,False
11808,trip-153817125576276770,test,FTL,False
11809,trip-153817148254221817,test,Carting,False
11810,trip-153817149119240375,test,FTL,False
11811,trip-153817149459818763,test,Carting,False
11812,trip-153817154942648768,test,FTL,False
11813,trip-153817165667323532,test,Carting,False
11814,trip-153817175813628419,test,Carting,False
11815,trip-153817177474662137,test,Carting,False
11816,trip-153817183919738835,test,Carting,False
11817,trip-153817184470650148,test,FTL,False
11818,trip-153817207547346984,test,Carting,False
11819,trip-153817208942647392,test,Carting,False
11820,trip-153817211209864368,test,Carting,False
11821,trip-153817211860861351,test,Carting,False
11822,trip-153817227840400599,test,Carting,False
11823,trip-153817237104973771,test,FTL,False
11824,trip-153817238220444274,test,Carting,False
11825,trip-153817259045362090,test,FTL,False
11826,trip-153817259365687957,test,FTL,False
11827,trip-153817260723952526,test,Carting,False
11828,trip-153817276844501870,test,Carting,False
11829,trip-153817291254655074,test,Carting,False
11830,trip-153817299618845232,test,FTL,False
11831,trip-153817302827983959,test,Carting,False
11832,trip-153817307689629706,test,Carting,False
11833,trip-153817310068473393,test,Carting,False
11834,trip-153817315843928453,test,Carting,False
11835,trip-153817321175499612,test,FTL,False
11836,trip-153817326080217629,test,FTL,False
11837,trip-153817334497441683,test,Carting,False
11838,trip-153817335071336326,test,Carting,False
11839,trip-153817347407587197,test,Carting,False
11840,trip-153817351550461336,test,FTL,False
11841,trip-153817358531982058,test,FTL,False
11842,trip-153817365641274111,test,FTL,False
11843,trip-153817371914105573,test,Carting,False
11844,trip-153817373947417088,test,FTL,False
11845,trip-153817379539185780,test,Carting,False
11846,trip-153817389813656895,test,FTL,False
11847,trip-153817392101266856,test,FTL,False
11848,trip-153817396491562838,test,FTL,False
11849,trip-153817397378904479,test,FTL,False
11850,trip-153817400260404372,test,Carting,False
11851,trip-153817412606276026,test,Carting,False
11852,trip-153817418918591868,test,FTL,False
11853,trip-153817420257110897,test,Carting,False
11854,trip-153817425629451735,test,FTL,False
11855,trip-153817438822669272,test,FTL,False
11856,trip-153817485421599770,test,Carting,False
11857,trip-153817489878511144,test,Carting,False
11858,trip-153817491599857577,test,Carting,False
11859,trip-153817512285919911,test,Carting,False
11860,trip-153817515145425759,test,Carting,False
11861,trip-153817527758651166,test,Carting,False
11862,trip-153817528097620855,test,Carting,False
11863,trip-153817551755638419,test,Carting,False
11864,trip-153817568459731960,test,Carting,False
11865,trip-153817588524138657,test,Carting,False
11866,trip-153817591716504140,test,FTL,False
11867,trip-153817599358882807,test,Carting,False
11868,trip-153817622547325930,test,Carting,False
11869,trip-153817631572544906,test,FTL,False
11870,trip-153817633522768016,test,Carting,False
11871,trip-153817638700741067,test,Carting,False
11872,trip-153817640524672750,test,Carting,False
11873,trip-153817644188071543,test,FTL,False
11874,trip-153817652594457750,test,Carting,False
11875,trip-153817679910810265,test,FTL,False
11876,trip-153817695694684418,test,Carting,False
11877,trip-153817698761036768,test,Carting,False
11878,trip-153817701566239166,test,Carting,False
11879,trip-153817708238933840,test,Carting,False
11880,trip-153817709659193886,test,Carting,False
11881,trip-153817712313897848,test,Carting,False
11882,trip-153817715000756759,test,FTL,False
11883,trip-153817725909676680,test,Carting,False
11884,trip-153817727149481920,test,FTL,False
11885,trip-153817742615295978,test,Carting,False
11886,trip-153817744231478527,test,Carting,False
11887,trip-153817750241017024,test,FTL,False
11888,trip-153817756898669888,test,FTL,False
11889,trip-153817760808142394,test,FTL,False
11890,trip-153817773843753883,test,Carting,False
11891,trip-153817775771638176,test,Carting,False
11892,trip-153817787083816081,test,FTL,False
11893,trip-153817787654562938,test,FTL,False
11894,trip-153817820695497854,test,Carting,False
11895,trip-153817829637138693,test,FTL,False
11896,trip-153817837593223348,test,FTL,False
11897,trip-153817842832929949,test,FTL,False
11898,trip-153817845070474887,test,FTL,False
11899,trip-153817847580393708,test,Carting,False
11900,trip-153817849042450663,test,Carting,False
11901,trip-153817855441994853,test,Carting,False
11902,trip-153817861120223502,test,Carting,False
11903,trip-153817863141433746,test,Carting,False
11904,trip-153817863153423716,test,FTL,False
11905,trip-153817866456809838,test,Carting,False
11906,trip-153817876411370435,test,Carting,False
11907,trip-153817879314530887,test,Carting,False
11908,trip-153817885327966424,test,Carting,False
11909,trip-153817885872331880,test,Carting,False
11910,trip-153817893583546362,test,Carting,True
11911,trip-153817909595408548,test,FTL,False
11912,trip-153817912835475178,test,FTL,False
11913,trip-153817914062771990,test,FTL,True
11914,trip-153817924808697664,test,Carting,False
11915,trip-153817926921671988,test,FTL,False
11916,trip-153817927350851224,test,FTL,False
11917,trip-153817928133822919,test,FTL,False
11918,trip-153817934773399493,test,Carting,False
11919,trip-153817934858846091,test,Carting,False
11920,trip-153817937887361715,test,Carting,False
11921,trip-153817945788000164,test,Carting,False
11922,trip-153817948818811218,test,FTL,False
11923,trip-153817952388321892,test,Carting,False
11924,trip-153817953039702354,test,Carting,False
11925,trip-153817975808885026,test,FTL,False
11926,trip-153817976765196126,test,Carting,False
11927,trip-1538179849828111000,test,Carting,False
11928,trip-153817993928952702,test,Carting,False
11929,trip-153817999901371704,test,Carting,False
11930,trip-153818001841621876,test,FTL,False
11931,trip-153818002835623876,test,Carting,False
11932,trip-153818021084766069,test,Carting,False
11933,trip-153818022075045194,test,FTL,False
11934,trip-153818038435239920,test,Carting,False
11935,trip-153818041360177160,test,FTL,False
11936,trip-153818047577525295,test,Carting,False
11937,trip-153818067015264507,test,FTL,False
11938,trip-153818072295916247,test,FTL,False
11939,trip-153818084584948048,test,Carting,False
11940,trip-153818086662014212,test,Carting,False
11941,trip-153818094479517962,test,Carting,False
11942,trip-153818106436750338,test,Carting,False
11943,trip-153818132346829901,test,Carting,False
11944,trip-153818135267869805,test,FTL,False
11945,trip-153818137621273012,test,FTL,False
11946,trip-153818144039179355,test,Carting,False
11947,trip-153818157327220245,test,Carting,False
11948,trip-153818164860737805,test,Carting,False
11949,trip-153818165824051939,test,Carting,False
11950,trip-153818169772651050,test,Carting,False
11951,trip-153818173672268950,test,Carting,False
11952,trip-153818174479152665,test,FTL,False
11953,trip-153818180009047065,test,Carting,False
11954,trip-153818182264575179,test,FTL,False
11955,trip-153818191599746405,test,Carting,False
11956,trip-153818198110270235,test,Carting,False
11957,trip-153818199136316479,test,FTL,False
11958,trip-153818213417358169,test,FTL,False
11959,trip-153818220688430250,test,FTL,False
11960,trip-153818223475223259,test,FTL,False
11961,trip-153818227968802218,test,FTL,False
11962,trip-153818232740977359,test,Carting,False
11963,trip-153818237038871101,test,Carting,False
11964,trip-153818243775400579,test,FTL,False
11965,trip-153818244828109704,test,FTL,False
11966,trip-153818255057771730,test,Carting,False
11967,trip-153818261138711117,test,FTL,False
11968,trip-153818268668900240,test,Carting,False
11969,trip-153818268743698538,test,Carting,False
11970,trip-153818269718684193,test,FTL,False
11971,trip-153818279582274660,test,FTL,False
11972,trip-153818287044286227,test,Carting,False
11973,trip-153818311656613433,test,FTL,False
11974,trip-153818314049194319,test,Carting,False
11975,trip-153818327834012967,test,FTL,False
11976,trip-153818331676679038,test,Carting,False
11977,trip-153818343247534007,test,Carting,False
11978,trip-153818374470352843,test,FTL,False
11979,trip-153818382972401080,test,FTL,False
11980,trip-153818388964880815,test,FTL,False
11981,trip-153818401854121454,test,Carting,False
11982,trip-153818424967565690,test,Carting,False
11983,trip-153818440244844461,test,FTL,False
11984,trip-153818449636009325,test,Carting,False
11985,trip-153818451427188641,test,Carting,False
11986,trip-153818459856877195,test,Carting,False
11987,trip-153818465131786614,test,Carting,False
11988,trip-153818467050084470,test,FTL,False
11989,trip-153818471790301513,test,FTL,False
11990,trip-153818477390860436,test,FTL,False
11991,trip-153818502647982161,test,Carting,False
11992,trip-153818513402516788,test,FTL,False
11993,trip-153818545517025281,test,Carting,False
11994,trip-153818549465453720,test,FTL,False
11995,trip-153818606103979706,test,FTL,False
11996,trip-153818610006546831,test,FTL,False
11997,trip-153818612010311432,test,Carting,False
11998,trip-153818638840291456,test,FTL,False
11999,trip-153818667749568635,test,Carting,False
12000,trip-153818674004845076,test,Carting,False
12001,trip-153818674302253076,test,Carting,False
12002,trip-153818691254985860,test,FTL,False
12003,trip-153818718784664355,test,Carting,False
12004,trip-153818741573284555,test,FTL,False
12005,trip-153818770089251042,test,FTL,False
12006,trip-153818784850260867,test,FTL,False
12007,trip-153818805101752132,test,Carting,False
12008,trip-153818828153597720,test,Carting,False
12009,trip-153818834539528331,test,Carting,False
12010,trip-153818859683467221,test,Carting,False
12011,trip-153818883724884652,test,Carting,False
12012,trip-153818890098719210,test,FTL,False
12013,trip-153818894391972625,test,Carting,False
12014,trip-153818900070853176,test,Carting,False
12015,trip-153818934550958867,test,Carting,False
12016,trip-153818945982688628,test,Carting,False
12017,trip-153818951062457257,test,Carting,False
12018,trip-153818972294163126,test,Carting,False
12019,trip-153818979265831542,test,FTL,False
12020,trip-153818993809255861,test,Carting,False
12021,trip-153818994432577450,test,Carting,False
12022,trip-153819011967158943,test,FTL,False
12023,trip-153819014942486909,test,Carting,False
12024,trip-153819016864417241,test,Carting,False
12025,trip-153819027212623807,test,Carting,False
12026,trip-153819040274854866,test,FTL,False
12027,trip-153819056855507902,test,Carting,False
12028,trip-153819057730998867,test,FTL,False
12029,trip-153819070936186792,test,FTL,False
12030,trip-153819079033036780,test,Carting,False
12031,trip-153819083329542655,test,Carting,False
12032,trip-153819100904603088,test,Carting,False
12033,trip-153819127659180741,test,Carting,False
12034,trip-153819136832312860,test,FTL,False
12035,trip-153819137768228449,test,Carting,False
12036,trip-153819141606813595,test,Carting,False
12037,trip-153819144556502217,test,Carting,False
12038,trip-153819155531990348,test,FTL,False
12039,trip-153819156223667888,test,Carting,False
12040,trip-153819180601351868,test,Carting,False
12041,trip-153819183165456089,test,Carting,False
12042,trip-153819192208831172,test,Carting,False
12043,trip-153819216685913544,test,Carting,False
12044,trip-153819218785968623,test,Carting,False
12045,trip-153819230170425379,test,Carting,False
12046,trip-153819244670759138,test,FTL,False
12047,trip-153819265196978908,test,Carting,False
12048,trip-153819270862276632,test,Carting,False
12049,trip-153819276594588191,test,Carting,False
12050,trip-153819286345371117,test,Carting,False
12051,trip-153819296879807339,test,Carting,False
12052,trip-153819299790604502,test,Carting,False
12053,trip-153819307266017429,test,Carting,False
12054,trip-153819334900023809,test,Carting,False
12055,trip-153819341411335157,test,Carting,False
12056,trip-153819362447014706,test,Carting,False
12057,trip-153819368789662557,test,Carting,False
12058,trip-153819380112503806,test,Carting,False
12059,trip-153819411719523934,test,FTL,False
12060,trip-153819415176480421,test,FTL,False
12061,trip-153819424827363752,test,Carting,False
12062,trip-153819428710115999,test,Carting,False
12063,trip-153819483869049758,test,Carting,False
12064,trip-153819486714348083,test,Carting,False
12065,trip-153819506128016455,test,Carting,False
12066,trip-153819521951775840,test,Carting,False
12067,trip-153819545468780992,test,FTL,False
12068,trip-153819547601162745,test,Carting,False
12069,trip-153819551947103663,test,Carting,False
12070,trip-153819559858879265,test,Carting,False
12071,trip-153819563536935393,test,Carting,False
12072,trip-153819573658184852,test,Carting,False
12073,trip-153819589367305670,test,Carting,False
12074,trip-153819599700341876,test,Carting,False
12075,trip-153819602806039644,test,Carting,False
12076,trip-153819603764355901,test,Carting,False
12077,trip-153819613996998084,test,Carting,False
12078,trip-153819616225910375,test,Carting,False
12079,trip-153819620918337843,test,Carting,False
12080,trip-153819671667207620,test,Carting,False
12081,trip-153819682172527595,test,Carting,False
12082,trip-153819726335987560,test,FTL,False
12083,trip-153819731694316310,test,FTL,False
12084,trip-153819749763881430,test,FTL,False
12085,trip-153819780057454195,test,Carting,False
12086,trip-153819841951763808,test,Carting,False
12087,trip-153819868393790583,test,Carting,False
12088,trip-153819892425252414,test,Carting,False
12089,trip-153819914505515448,test,Carting,False
12090,trip-153819943166106490,test,Carting,False
12091,trip-153819955148218989,test,FTL,False
12092,trip-153819965711740203,test,FTL,False
12093,trip-153819974955517619,test,FTL,False
12094,trip-153819989497943943,test,Carting,False
12095,trip-153820015743581247,test,Carting,False
12096,trip-153820023223946812,test,Carting,False
12097,trip-153820032399976293,test,FTL,False
12098,trip-153820035126062995,test,Carting,False
12099,trip-153820042712409341,test,Carting,False
12100,trip-153820050595464971,test,Carting,False
12101,trip-153820079076333686,test,FTL,False
12102,trip-153820091781521661,test,FTL,False
12103,trip-153820096458946509,test,Carting,False
12104,trip-153820099580722093,test,Carting,False
12105,trip-153820107791545301,test,Carting,False
12106,trip-153820116464157779,test,Carting,False
12107,trip-153820118670861931,test,Carting,False
12108,trip-153820147398140462,test,Carting,False
12109,trip-153820165148032335,test,Carting,False
12110,trip-153820186235959054,test,Carting,False
12111,trip-153820190299392720,test,Carting,False
12112,trip-153820191934674063,test,Carting,False
12113,trip-153820194408487209,test,Carting,False
12114,trip-153820209726652599,test,Carting,False
12115,trip-153820223024921916,test,FTL,False
12116,trip-153820258279487475,test,Carting,False
12117,trip-153820280134028736,test,Carting,False
12118,trip-153820286099774363,test,Carting,False
12119,trip-153820288070106958,test,Carting,False
12120,trip-153820347007045950,test,Carting,False
12121,trip-153820403878407687,test,Carting,False
12122,trip-153820408251498194,test,Carting,False
12123,trip-153820433305052736,test,Carting,False
12124,trip-153820441404451231,test,Carting,False
12125,trip-153820468249034560,test,Carting,False
12126,trip-153820482565495962,test,Carting,False
12127,trip-153820484380112757,test,Carting,False
12128,trip-153820487150178499,test,Carting,False
12129,trip-153820501423210216,test,Carting,False
12130,trip-153820505156953380,test,Carting,False
12131,trip-153820514538930237,test,Carting,False
12132,trip-153820516452436027,test,Carting,False
12133,trip-153820521602111672,test,FTL,False
12134,trip-153820527456045466,test,Carting,False
12135,trip-153820538364163040,test,Carting,False
12136,trip-153820542385653658,test,Carting,False
12137,trip-153820546978338395,test,Carting,False
12138,trip-153820557951015016,test,Carting,False
12139,trip-153820559574453427,test,Carting,False
12140,trip-153820560661358539,test,Carting,False
12141,trip-153820607909636127,test,Carting,False
12142,trip-153820636778416974,test,Carting,False
12143,trip-153820642530557959,test,Carting,False
12144,trip-153820706481319351,test,Carting,False
12145,trip-153820709219914324,test,FTL,False
12146,trip-153820719780299747,test,Carting,False
12147,trip-153820728927021494,test,Carting,False
12148,trip-153820753746135068,test,Carting,False
12149,trip-153820776675250105,test,Carting,False
12150,trip-153820806955393248,test,FTL,False
12151,trip-153820831485673527,test,FTL,False
12152,trip-153820853600221551,test,Carting,False
12153,trip-153820854477264327,test,FTL,False
